时间,行业,行业指数,涨跌幅,流入资金(亿),流出资金(亿),净额(亿),公司家数,领涨股,领涨股涨跌幅,领涨股当前价(元)
2017-12-04 14:25,基础化学,2496.97,0.45%,15.65,16.49,-0.85,45,金牛化工,10.01%,7.91
2017-12-04 14:25,港口航运,911.561,0.38%,7.64,6.98,0.66,28,中远海控,6.12%,6.76
2017-12-04 14:25,石油矿业开采,1845.06,0.34%,5.15,4.86,0.29,13,鄂尔多斯,4.52%,16.65
2017-12-04 14:25,养殖业,2777.19,0.13%,6.82,5.25,1.57,24,牧原股份,4.27%,49.08
2017-12-04 14:25,化工新材料,4034.85,0.08%,8.12,7.30,0.83,16,江山化工,2.43%,15.59
2017-12-04 14:25,公路铁路运输,970.741,-0.01%,3.99,5.17,-1.18,24,华北高速,9.01%,8.83
2017-12-04 14:25,医药商业,4844.38,-0.19%,3.38,3.89,-0.51,22,海虹控股,9.99%,27.42
2017-12-04 14:25,保险及其他,2974.03,-0.22%,57.11,44.44,12.67,25,中国太保,4.89%,42.86
2017-12-04 14:25,农产品加工,2759.61,-0.28%,6.83,6.14,0.69,37,安琪酵母,5.07%,34.02
2017-12-04 14:25,交运设备服务,1194.21,-0.33%,1.60,2.30,-0.70,11,漳州发展,1.27%,3.98
2017-12-04 14:25,煤炭开采,1392.19,-0.42%,17.00,21.98,-4.98,33,山煤国际,2.30%,4.90
2017-12-04 14:25,银行,1090.33,-0.47%,36.83,34.82,2.02,50,平安银行,1.92%,13.25
2017-12-04 14:25,园区开发,1927.26,-0.51%,1.17,1.94,-0.78,10,电子城,6.78%,11.19
2017-12-04 14:25,钢铁,1526.13,-0.57%,31.88,42.23,-10.35,32,抚顺特钢,4.93%,5.96
2017-12-04 14:25,零售,1563.39,-0.57%,13.42,14.22,-0.79,74,中央商场,8.03%,9.28
2017-12-04 14:25,燃气水务,1601.4,-0.66%,5.56,8.93,-3.37,36,百川能源,5.07%,14.51
2017-12-04 14:25,白色家电,3600.79,-0.67%,30.18,24.02,6.15,48,小天鹅A,6.62%,59.76
2017-12-04 14:25,有色冶炼加工,1945.05,-0.69%,51.14,59.00,-7.86,79,荣华实业,9.95%,6.19
2017-12-04 14:25,电力,1067.32,-0.73%,6.20,9.08,-2.88,69,联美控股,2.28%,26.46
2017-12-04 14:25,综合,1953.52,-0.79%,4.74,7.85,-3.11,28,亿利洁能,7.05%,6.38
2017-12-04 14:25,纺织制造,2004.79,-0.90%,3.74,5.15,-1.41,42,*ST中绒,4.18%,3.49
2017-12-04 14:25,汽车整车,1579.75,-0.91%,7.00,12.07,-5.08,25,比亚迪,1.06%,64.02
2017-12-04 14:25,采掘服务,1193.63,-0.93%,2.45,4.54,-2.09,15,蓝焰控股,2.96%,17.40
2017-12-04 14:25,房地产开发,2219.07,-0.99%,30.50,41.29,-10.79,129,京投发展,5.72%,6.10
2017-12-04 14:25,景点及旅游,2495.46,-0.99%,3.06,3.53,-0.47,23,西藏旅游,3.44%,20.12
2017-12-04 14:25,种植业与林业,2464.47,-1.01%,1.16,2.33,-1.18,20,福建金森,0.10%,20.87
2017-12-04 14:25,食品加工制造,3363,-1.06%,14.00,13.96,0.04,50,云南能投,9.98%,11.35
2017-12-04 14:25,物流,4957.75,-1.06%,6.16,8.49,-2.33,32,恒基达鑫,3.16%,7.51
2017-12-04 14:25,农业服务,7523.92,-1.08%,0.88,1.50,-0.62,9,瑞普生物,1.39%,11.70
2017-12-04 14:25,贸易,2798.12,-1.10%,4.21,6.09,-1.88,32,天海投资,1.71%,7.15
2017-12-04 14:25,建筑材料,3958.83,-1.13%,27.71,32.52,-4.81,71,亚泰集团,2.56%,5.60
2017-12-04 14:25,酒店及餐饮,1241.38,-1.16%,1.09,1.21,-0.13,10,岭南控股,2.55%,12.05
2017-12-04 14:25,化工合成材料,3337.7,-1.22%,19.66,22.23,-2.57,76,恒力股份,6.09%,11.85
2017-12-04 14:25,中药,2937.99,-1.24%,9.69,12.78,-3.09,68,片仔癀,2.28%,63.32
2017-12-04 14:25,公交,1234.33,-1.29%,0.17,0.36,-0.19,8,富临运业,0.00%,0.00
2017-12-04 14:25,通信服务,2679.52,-1.29%,11.10,14.71,-3.61,42,中国联通,1.42%,7.14
2017-12-04 14:25,化学制药,3635.69,-1.30%,27.80,30.77,-2.97,89,金达威,5.84%,20.30
2017-12-04 14:25,服装家纺,2751.27,-1.42%,6.44,7.69,-1.25,52,三夫户外,3.25%,26.69
2017-12-04 14:25,国防军工,1350.43,-1.47%,11.06,14.53,-3.47,40,北斗星通,3.32%,32.03
2017-12-04 14:25,传媒,2845,-1.48%,20.74,28.69,-7.95,102,恺英网络,5.73%,26.01
2017-12-04 14:25,证券,1290.73,-1.50%,28.95,47.08,-18.13,35,西部证券,0.83%,13.32
2017-12-04 14:25,电气设备,3423.25,-1.55%,35.88,43.07,-7.20,190,正泰电器,5.49%,26.32
2017-12-04 14:25,计算机设备,2656.23,-1.56%,17.77,23.67,-5.91,47,大华股份,3.63%,25.39
2017-12-04 14:25,医疗器械服务,7435.65,-1.60%,7.19,11.48,-4.29,55,览海投资,5.31%,7.54
2017-12-04 14:25,生物制品,5531.32,-1.65%,20.04,23.16,-3.12,49,沃森生物,4.81%,20.91
2017-12-04 14:25,半导体及元件,3744.57,-1.67%,53.19,70.40,-17.21,71,奥士康,10.01%,48.13
2017-12-04 14:25,家用轻工,3835.29,-1.68%,6.12,10.69,-4.57,69,好太太,10.04%,12.50
2017-12-04 14:25,化学制品,3508.65,-1.68%,46.13,52.01,-5.89,187,润禾材料,10.01%,19.34
2017-12-04 14:25,生物制品,5541.06,-1.47%,18.35,21.34,-2.99,49,复星医药,4.71%,40.05
2017-12-04 14:25,汽车零部件,3102.03,-1.54%,13.58,20.82,-7.25,103,日上集团,2.89%,4.63
2017-12-04 14:25,专用设备,3566.54,-1.54%,16.97,27.73,-10.75,142,合力科技,44.02%,20.48
2017-12-04 14:25,通用设备,3514.51,-1.56%,14.91,22.44,-7.53,149,陕鼓动力,3.63%,8.00
2017-12-04 14:25,家用轻工,3838.77,-1.59%,5.62,9.82,-4.20,69,好太太,10.04%,12.50
2017-12-04 14:25,光学光电子,3204.29,-1.63%,59.19,52.85,6.33,59,京东方A,4.65%,5.63
2017-12-04 14:25,电子制造,5094.48,-1.64%,15.13,17.64,-2.51,47,立讯精密,4.94%,24.87
2017-12-04 14:25,计算机应用,7558.02,-1.72%,42.46,61.64,-19.18,157,永安行,5.97%,60.50
2017-12-04 14:25,建筑装饰,3902.33,-1.76%,17.86,27.83,-9.97,118,雅百特,10.00%,9.46
2017-12-04 14:25,造纸,1775.16,-1.80%,3.96,6.73,-2.77,21,凯恩股份,0.00%,0.00
2017-12-04 14:25,通信设备,3434.76,-1.81%,40.03,44.32,-4.28,87,中兴通讯,4.77%,35.18
2017-12-04 14:25,环保工程,4737.99,-2.02%,7.56,12.85,-5.30,37,中再资环,5.18%,7.31
2017-12-04 14:25,包装印刷,2686.64,-2.13%,2.56,4.28,-1.72,35,*ST中富,3.51%,4.13
2017-12-04 14:25,其他电子,4316.24,-2.42%,13.21,15.43,-2.22,46,大族激光,3.18%,51.60
2017-12-04 14:25,仪器仪表,2932.11,-2.70%,1.51,3.12,-1.61,28,新天科技,0.10%,9.73
2017-12-04 14:25,新材料,4400.04,-2.83%,18.53,23.12,-4.59,34,三祥新材,1.30%,21.85
2017-12-04 14:30,机场航运,2114.02,1.16%,13.20,8.78,4.43,11,南方航空,5.47%,11.38
2017-12-04 14:30,饮料制造,1981.55,1.08%,46.10,36.68,9.42,40,香飘飘,10.02%,24.71
2017-12-04 14:30,基础化学,2488.45,0.10%,16.02,17.41,-1.39,45,金牛化工,10.01%,7.91
2017-12-04 14:30,港口航运,908.896,0.08%,7.72,7.33,0.39,28,中远海控,5.81%,6.74
2017-12-04 14:30,石油矿业开采,1837.67,-0.07%,5.27,4.99,0.27,13,鄂尔多斯,3.33%,16.46
2017-12-04 14:30,养殖业,2769.58,-0.14%,6.98,5.40,1.57,24,牧原股份,4.29%,49.09
2017-12-04 14:30,化工新材料,4024.51,-0.17%,8.39,7.56,0.83,16,江山化工,2.17%,15.55
2017-12-04 14:30,公路铁路运输,968.789,-0.21%,4.06,5.44,-1.39,24,华北高速,9.14%,8.84
2017-12-04 14:30,医药商业,4833.73,-0.41%,3.43,4.03,-0.60,22,海虹控股,9.99%,27.42
2017-12-04 14:30,保险及其他,2965.46,-0.51%,57.85,45.80,12.05,25,中国太保,4.48%,42.69
2017-12-04 14:30,交运设备服务,1191.8,-0.53%,1.63,2.51,-0.88,11,漳州发展,1.02%,3.97
2017-12-04 14:30,银行,1089.66,-0.53%,38.32,35.92,2.40,50,平安银行,2.08%,13.27
2017-12-04 14:30,农产品加工,2751.44,-0.57%,6.96,6.49,0.47,37,安琪酵母,4.94%,33.98
2017-12-04 14:30,园区开发,1924.16,-0.67%,1.19,2.05,-0.86,10,电子城,6.68%,11.18
2017-12-04 14:30,煤炭开采,1386.03,-0.86%,17.18,22.73,-5.55,33,山煤国际,1.67%,4.87
2017-12-04 14:30,电力,1065.54,-0.90%,6.48,9.58,-3.10,69,联美控股,2.36%,26.48
2017-12-04 14:30,零售,1558.31,-0.90%,13.68,15.03,-1.35,74,中央商场,7.45%,9.23
2017-12-04 14:30,白色家电,3591.84,-0.92%,30.60,24.97,5.64,48,小天鹅A,5.87%,59.34
2017-12-04 14:30,燃气水务,1597.14,-0.92%,5.66,9.31,-3.65,36,百川能源,4.85%,14.48
2017-12-04 14:30,钢铁,1519.68,-0.99%,32.41,43.43,-11.02,32,抚顺特钢,3.70%,5.89
2017-12-04 14:30,有色冶炼加工,1939.06,-1.00%,51.91,61.59,-9.68,79,荣华实业,9.95%,6.19
2017-12-04 14:30,综合,1948.81,-1.03%,4.85,8.50,-3.65,28,亿利洁能,7.05%,6.38
2017-12-04 14:30,种植业与林业,2461.31,-1.14%,1.18,2.44,-1.26,20,平潭发展,0.00%,0.00
2017-12-04 14:30,纺织制造,1999.72,-1.15%,3.86,5.34,-1.48,42,*ST中绒,5.08%,3.52
2017-12-04 14:30,景点及旅游,2488.98,-1.25%,3.11,3.71,-0.59,23,西藏旅游,3.24%,20.08
2017-12-04 14:30,房地产开发,2213.22,-1.25%,31.04,43.08,-12.04,129,京投发展,5.20%,6.07
2017-12-04 14:30,食品加工制造,3355.48,-1.28%,14.26,14.44,-0.17,50,云南能投,9.98%,11.35
2017-12-04 14:30,汽车整车,1573.47,-1.30%,7.12,12.70,-5.57,25,比亚迪,0.77%,63.75
2017-12-04 14:30,农业服务,7505.69,-1.32%,0.94,1.60,-0.67,9,瑞普生物,1.39%,11.70
2017-12-04 14:30,酒店及餐饮,1239.15,-1.34%,1.11,1.26,-0.15,10,岭南控股,2.04%,11.99
2017-12-04 14:30,物流,4940.43,-1.41%,6.28,8.98,-2.70,32,恒基达鑫,3.02%,7.50
2017-12-04 14:30,贸易,2788.99,-1.42%,4.28,6.39,-2.11,32,江苏舜天,1.24%,7.36
2017-12-04 14:30,采掘服务,1187.6,-1.43%,2.50,4.73,-2.22,15,蓝焰控股,3.85%,17.55
2017-12-04 14:30,中药,2931.38,-1.46%,9.91,13.38,-3.47,68,神州易桥,2.34%,9.18
2017-12-04 14:30,化工合成材料,3327.54,-1.52%,19.92,23.17,-3.25,76,恒力股份,5.28%,11.76
2017-12-04 14:30,化学制药,3626.82,-1.54%,28.42,31.73,-3.31,89,尔康制药,5.43%,6.60
2017-12-04 14:30,建筑材料,3941.49,-1.56%,28.19,33.75,-5.56,71,亚泰集团,2.20%,5.58
2017-12-04 14:30,公交,1230.31,-1.61%,0.18,0.39,-0.22,8,富临运业,0.00%,0.00
2017-12-04 14:30,通信服务,2670.56,-1.62%,11.29,15.39,-4.10,42,中国联通,0.99%,7.11
2017-12-04 14:30,服装家纺,2743.18,-1.71%,6.60,8.01,-1.41,52,三夫户外,3.25%,26.69
2017-12-04 14:30,传媒,2835.5,-1.81%,21.09,30.00,-8.92,102,恺英网络,5.69%,26.00
2017-12-04 14:30,国防军工,1345.42,-1.84%,11.28,15.28,-4.00,40,北斗星通,2.90%,31.90
2017-12-04 14:30,医疗器械服务,7414.75,-1.87%,7.29,11.90,-4.61,55,览海投资,5.31%,7.54
2017-12-04 14:30,证券,1285.73,-1.89%,30.11,50.27,-20.16,35,西部证券,0.53%,13.28
2017-12-04 14:30,电气设备,3411.42,-1.89%,36.65,45.10,-8.45,190,金风科技,5.39%,16.80
2017-12-04 14:30,生物制品,5515.15,-1.93%,20.47,23.95,-3.48,49,沃森生物,4.81%,20.91
2017-12-04 14:30,计算机设备,2644.72,-1.99%,18.01,24.63,-6.63,47,大华股份,3.80%,25.43
2017-12-04 14:30,家用轻工,3822.46,-2.00%,6.33,11.16,-4.84,69,好太太,10.04%,12.50
2017-12-04 14:30,化学制品,3495.79,-2.04%,47.08,54.33,-7.24,187,润禾材料,10.01%,19.34
2017-12-04 14:30,非汽车交运,3152.93,-2.04%,4.64,9.29,-4.65,21,上海凤凰,2.51%,19.62
2017-12-04 14:30,生物制品,5541.06,-1.47%,18.35,21.34,-2.99,49,复星医药,4.71%,40.05
2017-12-04 14:30,汽车零部件,3102.03,-1.54%,13.58,20.82,-7.25,103,日上集团,2.89%,4.63
2017-12-04 14:30,专用设备,3566.54,-1.54%,16.97,27.73,-10.75,142,合力科技,44.02%,20.48
2017-12-04 14:30,通用设备,3514.51,-1.56%,14.91,22.44,-7.53,149,陕鼓动力,3.63%,8.00
2017-12-04 14:30,家用轻工,3838.77,-1.59%,5.62,9.82,-4.20,69,好太太,10.04%,12.50
2017-12-04 14:30,光学光电子,3204.29,-1.63%,59.19,52.85,6.33,59,京东方A,4.65%,5.63
2017-12-04 14:30,电子制造,5094.48,-1.64%,15.13,17.64,-2.51,47,立讯精密,4.94%,24.87
2017-12-04 14:30,计算机应用,7558.02,-1.72%,42.46,61.64,-19.18,157,永安行,5.97%,60.50
2017-12-04 14:30,建筑装饰,3902.33,-1.76%,17.86,27.83,-9.97,118,雅百特,10.00%,9.46
2017-12-04 14:30,造纸,1775.16,-1.80%,3.96,6.73,-2.77,21,凯恩股份,0.00%,0.00
2017-12-04 14:30,通信设备,3434.76,-1.81%,40.03,44.32,-4.28,87,中兴通讯,4.77%,35.18
2017-12-04 14:30,环保工程,4737.99,-2.02%,7.56,12.85,-5.30,37,中再资环,5.18%,7.31
2017-12-04 14:30,包装印刷,2686.64,-2.13%,2.56,4.28,-1.72,35,*ST中富,3.51%,4.13
2017-12-04 14:30,其他电子,4316.24,-2.42%,13.21,15.43,-2.22,46,大族激光,3.18%,51.60
2017-12-04 14:30,仪器仪表,2932.11,-2.70%,1.51,3.12,-1.61,28,新天科技,0.10%,9.73
2017-12-04 14:30,新材料,4400.04,-2.83%,18.53,23.12,-4.59,34,三祥新材,1.30%,21.85
2017-12-04 14:35,机场航运,2114.82,1.20%,13.40,8.88,4.53,11,南方航空,5.75%,11.41
2017-12-04 14:35,饮料制造,1980.64,1.03%,46.58,37.44,9.14,40,香飘飘,10.02%,24.71
2017-12-04 14:35,基础化学,2489.33,0.14%,16.31,18.02,-1.70,45,金牛化工,10.01%,7.91
2017-12-04 14:35,港口航运,909.191,0.12%,7.81,7.51,0.30,28,中远海控,5.97%,6.75
2017-12-04 14:35,石油矿业开采,1837.98,-0.05%,5.35,5.13,0.22,13,鄂尔多斯,3.96%,16.56
2017-12-04 14:35,养殖业,2770.39,-0.12%,7.10,5.48,1.63,24,牧原股份,4.21%,49.05
2017-12-04 14:35,化工新材料,4026.83,-0.12%,8.50,7.67,0.83,16,万华化学,1.51%,38.19
2017-12-04 14:35,公路铁路运输,968.805,-0.20%,4.12,5.66,-1.54,24,华北高速,8.89%,8.82
2017-12-04 14:35,保险及其他,2968.28,-0.41%,58.37,46.37,12.00,25,中国太保,4.63%,42.75
2017-12-04 14:35,银行,1090.5,-0.45%,40.22,36.73,3.49,50,平安银行,2.08%,13.27
2017-12-04 14:35,医药商业,4828.92,-0.51%,3.47,4.14,-0.66,22,海虹控股,9.99%,27.42
2017-12-04 14:35,交运设备服务,1191.93,-0.52%,1.65,2.57,-0.92,11,漳州发展,1.02%,3.97
2017-12-04 14:35,农产品加工,2752.8,-0.53%,7.09,6.63,0.47,37,安琪酵母,5.16%,34.05
2017-12-04 14:35,煤炭开采,1388.08,-0.71%,17.46,23.14,-5.68,33,山煤国际,1.46%,4.86
2017-12-04 14:35,园区开发,1922.15,-0.77%,1.21,2.13,-0.92,10,电子城,6.39%,11.15
2017-12-04 14:35,钢铁,1522.51,-0.81%,32.94,43.96,-11.02,32,抚顺特钢,4.40%,5.93
2017-12-04 14:35,零售,1558.38,-0.89%,13.90,15.44,-1.54,74,中央商场,6.87%,9.18
2017-12-04 14:35,电力,1065.47,-0.91%,6.67,9.91,-3.23,69,联美控股,2.51%,26.52
2017-12-04 14:35,白色家电,3591.91,-0.92%,30.95,25.40,5.55,48,小天鹅A,6.67%,59.79
2017-12-04 14:35,有色冶炼加工,1939.56,-0.97%,52.61,62.76,-10.16,79,荣华实业,9.95%,6.19
2017-12-04 14:35,燃气水务,1595.92,-1.00%,5.75,9.53,-3.78,36,百川能源,4.92%,14.49
2017-12-04 14:35,综合,1947.85,-1.08%,4.93,8.68,-3.75,28,亿利洁能,7.05%,6.38
2017-12-04 14:35,纺织制造,1999.74,-1.15%,3.91,5.50,-1.59,42,*ST中绒,5.08%,3.52
2017-12-04 14:35,农业服务,7516.17,-1.18%,0.97,1.65,-0.69,9,瑞普生物,1.21%,11.68
2017-12-04 14:35,汽车整车,1574.82,-1.22%,7.37,13.11,-5.74,25,金龙汽车,0.47%,12.85
2017-12-04 14:35,酒店及餐饮,1240.7,-1.22%,1.13,1.27,-0.14,10,岭南控股,2.30%,12.02
2017-12-04 14:35,房地产开发,2213.87,-1.22%,31.62,44.02,-12.39,129,京投发展,5.20%,6.07
2017-12-04 14:35,景点及旅游,2488.7,-1.26%,3.15,3.81,-0.66,23,西藏旅游,3.29%,20.09
2017-12-04 14:35,种植业与林业,2457.77,-1.28%,1.20,2.54,-1.34,20,平潭发展,0.00%,0.00
2017-12-04 14:35,食品加工制造,3353.84,-1.33%,14.45,14.74,-0.29,50,云南能投,9.98%,11.35
2017-12-04 14:35,物流,4941.82,-1.38%,6.39,9.14,-2.74,32,恒基达鑫,2.88%,7.49
2017-12-04 14:35,贸易,2788.9,-1.42%,4.36,6.53,-2.16,32,江苏舜天,1.24%,7.36
2017-12-04 14:35,采掘服务,1187.6,-1.43%,2.56,4.83,-2.27,15,蓝焰控股,2.43%,17.31
2017-12-04 14:35,中药,2931.83,-1.44%,10.14,13.77,-3.63,68,神州易桥,5.02%,9.42
2017-12-04 14:35,公交,1231.05,-1.55%,0.18,0.43,-0.25,8,富临运业,0.00%,0.00
2017-12-04 14:35,通信服务,2672.36,-1.55%,11.51,15.74,-4.23,42,中国联通,1.28%,7.13
2017-12-04 14:35,化工合成材料,3325.44,-1.58%,20.17,23.82,-3.65,76,恒力股份,6.00%,11.84
2017-12-04 14:35,化学制药,3624.58,-1.60%,28.81,32.31,-3.50,89,尔康制药,5.75%,6.62
2017-12-04 14:35,建筑材料,3939.71,-1.61%,28.72,34.77,-6.05,71,亚泰集团,1.83%,5.56
2017-12-04 14:35,证券,1288.17,-1.70%,30.81,51.57,-20.76,35,西部证券,0.61%,13.29
2017-12-04 14:35,服装家纺,2742.73,-1.73%,6.74,8.24,-1.50,52,摩登大道,3.01%,24.29
2017-12-04 14:35,传媒,2835.39,-1.82%,21.59,30.68,-9.09,102,恺英网络,5.24%,25.89
2017-12-04 14:35,国防军工,1345.03,-1.86%,11.47,15.63,-4.16,40,北斗星通,2.77%,31.86
2017-12-04 14:35,电气设备,3409.66,-1.94%,37.36,46.62,-9.26,190,金风科技,5.02%,16.74
2017-12-04 14:35,医疗器械服务,7409.17,-1.95%,7.42,12.12,-4.70,55,览海投资,4.75%,7.50
2017-12-04 14:35,生物制品,5514.03,-1.95%,20.69,24.32,-3.62,49,沃森生物,4.51%,20.85
2017-12-04 14:35,家用轻工,3822.83,-2.00%,6.48,11.47,-4.99,69,好太太,10.04%,12.50
2017-12-04 14:35,计算机设备,2644.19,-2.01%,18.27,25.16,-6.90,47,大华股份,3.47%,25.35
2017-12-04 14:35,化学制品,3494.64,-2.07%,47.96,55.87,-7.91,187,润禾材料,10.01%,19.34
2017-12-04 14:35,通用设备,3493.18,-2.16%,16.79,27.17,-10.39,149,星徽精密,4.25%,12.01
2017-12-04 14:35,生物制品,5541.06,-1.47%,18.35,21.34,-2.99,49,复星医药,4.71%,40.05
2017-12-04 14:35,汽车零部件,3102.03,-1.54%,13.58,20.82,-7.25,103,日上集团,2.89%,4.63
2017-12-04 14:35,专用设备,3566.54,-1.54%,16.97,27.73,-10.75,142,合力科技,44.02%,20.48
2017-12-04 14:35,通用设备,3514.51,-1.56%,14.91,22.44,-7.53,149,陕鼓动力,3.63%,8.00
2017-12-04 14:35,家用轻工,3838.77,-1.59%,5.62,9.82,-4.20,69,好太太,10.04%,12.50
2017-12-04 14:35,光学光电子,3204.29,-1.63%,59.19,52.85,6.33,59,京东方A,4.65%,5.63
2017-12-04 14:35,电子制造,5094.48,-1.64%,15.13,17.64,-2.51,47,立讯精密,4.94%,24.87
2017-12-04 14:35,计算机应用,7558.02,-1.72%,42.46,61.64,-19.18,157,永安行,5.97%,60.50
2017-12-04 14:35,建筑装饰,3902.33,-1.76%,17.86,27.83,-9.97,118,雅百特,10.00%,9.46
2017-12-04 14:35,造纸,1775.16,-1.80%,3.96,6.73,-2.77,21,凯恩股份,0.00%,0.00
2017-12-04 14:35,通信设备,3434.76,-1.81%,40.03,44.32,-4.28,87,中兴通讯,4.77%,35.18
2017-12-04 14:35,环保工程,4737.99,-2.02%,7.56,12.85,-5.30,37,中再资环,5.18%,7.31
2017-12-04 14:35,包装印刷,2686.64,-2.13%,2.56,4.28,-1.72,35,*ST中富,3.51%,4.13
2017-12-04 14:35,其他电子,4316.24,-2.42%,13.21,15.43,-2.22,46,大族激光,3.18%,51.60
2017-12-04 14:35,仪器仪表,2932.11,-2.70%,1.51,3.12,-1.61,28,新天科技,0.10%,9.73
2017-12-04 14:35,新材料,4400.04,-2.83%,18.53,23.12,-4.59,34,三祥新材,1.30%,21.85
2017-12-04 14:40,机场航运,2113.19,1.12%,13.74,9.13,4.61,11,南方航空,5.47%,11.38
2017-12-04 14:40,饮料制造,1980.46,1.02%,47.39,38.32,9.07,40,香飘飘,10.02%,24.71
2017-12-04 14:40,港口航运,908.52,0.04%,8.00,7.72,0.28,28,中远海控,5.81%,6.74
2017-12-04 14:40,基础化学,2485.52,-0.01%,16.69,18.87,-2.18,45,金牛化工,10.01%,7.91
2017-12-04 14:40,养殖业,2769.95,-0.13%,7.33,5.60,1.73,24,东方海洋,4.02%,12.67
2017-12-04 14:40,公路铁路运输,968.955,-0.19%,4.26,5.92,-1.65,24,华北高速,9.14%,8.84
2017-12-04 14:40,石油矿业开采,1834.68,-0.23%,5.49,5.31,0.17,13,鄂尔多斯,2.38%,16.30
2017-12-04 14:40,银行,1092.23,-0.30%,43.27,38.24,5.03,50,平安银行,2.00%,13.26
2017-12-04 14:40,化工新材料,4017.58,-0.34%,8.65,7.91,0.74,16,江山化工,2.04%,15.53
2017-12-04 14:40,保险及其他,2965.36,-0.51%,59.88,47.86,12.02,25,中国太保,4.11%,42.54
2017-12-04 14:40,医药商业,4824.82,-0.59%,3.55,4.26,-0.71,22,海虹控股,9.99%,27.42
2017-12-04 14:40,交运设备服务,1190.94,-0.60%,1.70,2.67,-0.98,11,漳州发展,1.27%,3.98
2017-12-04 14:40,农产品加工,2750.43,-0.61%,7.23,6.85,0.38,37,安琪酵母,4.51%,33.85
2017-12-04 14:40,煤炭开采,1386.06,-0.85%,17.73,23.66,-5.93,33,山煤国际,1.25%,4.85
2017-12-04 14:40,园区开发,1918.85,-0.94%,1.27,2.27,-1.00,10,电子城,6.49%,11.17
2017-12-04 14:40,电力,1064.9,-0.96%,7.15,10.46,-3.30,69,联美控股,3.17%,26.70
2017-12-04 14:40,钢铁,1519.81,-0.98%,33.66,45.08,-11.42,32,抚顺特钢,3.70%,5.88
2017-12-04 14:40,白色家电,3589.07,-0.99%,31.59,26.08,5.51,48,小天鹅A,6.19%,59.52
2017-12-04 14:40,零售,1556.37,-1.02%,14.32,15.95,-1.63,74,中央商场,7.33%,9.22
2017-12-04 14:40,燃气水务,1594.82,-1.06%,5.90,9.83,-3.93,36,百川能源,4.92%,14.49
2017-12-04 14:40,有色冶炼加工,1936.63,-1.12%,53.50,64.50,-11.01,79,荣华实业,9.95%,6.19
2017-12-04 14:40,综合,1945.62,-1.19%,5.05,9.29,-4.24,28,亿利洁能,6.54%,6.35
2017-12-04 14:40,纺织制造,1997.63,-1.25%,4.04,5.66,-1.62,42,*ST中绒,5.08%,3.52
2017-12-04 14:40,汽车整车,1573.84,-1.28%,7.75,13.74,-5.99,25,比亚迪,0.36%,63.58
2017-12-04 14:40,房地产开发,2211.84,-1.31%,32.60,45.40,-12.80,129,京投发展,4.51%,6.03
2017-12-04 14:40,酒店及餐饮,1239.35,-1.32%,1.15,1.31,-0.16,10,岭南控股,3.06%,12.11
2017-12-04 14:40,农业服务,7501.57,-1.38%,1.03,1.80,-0.77,9,瑞普生物,1.30%,11.69
2017-12-04 14:40,景点及旅游,2484.62,-1.42%,3.23,4.00,-0.77,23,西藏旅游,3.34%,20.10
2017-12-04 14:40,食品加工制造,3350.5,-1.43%,14.77,15.23,-0.46,50,云南能投,9.98%,11.35
2017-12-04 14:40,种植业与林业,2453.36,-1.46%,1.26,2.66,-1.40,20,平潭发展,0.00%,0.00
2017-12-04 14:40,物流,4937.44,-1.46%,6.53,9.53,-3.00,32,恒基达鑫,2.88%,7.49
2017-12-04 14:40,中药,2930.05,-1.50%,10.43,14.31,-3.89,68,神州易桥,4.46%,9.37
2017-12-04 14:40,通信服务,2673.28,-1.52%,12.06,16.40,-4.34,42,中国联通,1.14%,7.12
2017-12-04 14:40,贸易,2785.5,-1.54%,4.47,6.77,-2.30,32,天海投资,1.14%,7.11
2017-12-04 14:40,采掘服务,1184.24,-1.71%,2.62,4.97,-2.35,15,蓝焰控股,1.95%,17.23
2017-12-04 14:40,证券,1287.86,-1.72%,32.23,53.84,-21.61,35,西部证券,0.30%,13.25
2017-12-04 14:40,化工合成材料,3320.39,-1.73%,20.53,24.56,-4.03,76,恒力股份,6.00%,11.84
2017-12-04 14:40,建筑材料,3934.73,-1.73%,29.50,35.75,-6.25,71,旗滨集团,2.00%,6.12
2017-12-04 14:40,化学制药,3619.16,-1.75%,29.32,33.18,-3.86,89,尔康制药,5.43%,6.60
2017-12-04 14:40,公交,1227.6,-1.82%,0.19,0.48,-0.28,8,富临运业,0.00%,0.00
2017-12-04 14:40,服装家纺,2737.33,-1.92%,6.92,8.46,-1.54,52,摩登大道,4.92%,24.74
2017-12-04 14:40,传媒,2832.28,-1.92%,22.09,31.63,-9.55,102,恺英网络,4.88%,25.80
2017-12-04 14:40,国防军工,1343.34,-1.99%,11.77,16.22,-4.46,40,北斗星通,3.23%,32.00
2017-12-04 14:40,医疗器械服务,7404.49,-2.01%,7.56,12.43,-4.87,55,览海投资,4.05%,7.48
2017-12-04 14:40,家用轻工,3820.69,-2.05%,6.72,11.78,-5.06,69,好太太,10.04%,12.50
2017-12-04 14:40,电气设备,3405.13,-2.07%,38.39,49.14,-10.74,190,正泰电器,5.09%,26.22
2017-12-04 14:40,计算机设备,2641.03,-2.13%,18.57,25.89,-7.32,47,大华股份,3.55%,25.37
2017-12-04 14:40,生物制品,5503.38,-2.14%,21.07,25.15,-4.09,49,沃森生物,4.46%,20.84
